record_id,date,region_id,country_of_origin,sex,age_group,education_level,employment_status,activity_type
3851,2022-11-01,7,Other,Male,25-34,Upper secondary,Employed,Housing support
3916,2022-11-01,4,India,Male,25-34,Upper secondary,Employed,Language training
3930,2022-11-01,1,Senegal,Female,35-44,Master,Employed,Housing support
3940,2022-11-01,4,Italy,Male,35-44,Lower secondary,Employed,Language training
3947,2022-11-01,1,Algeria,Male,45-54,Upper secondary,Employed,Employment support
4017,2022-11-01,6,Portugal,Male,35-44,Upper secondary,Employed,Integration program
4029,2022-11-01,2,Syria,Male,45-54,Bachelor,Employed,Housing support
4032,2022-11-01,1,Portugal,Female,45-54,Upper secondary,Unemployed,Housing support
4142,2022-11-01,2,Colombia,Female,45-54,Bachelor,Employed,Housing support
4247,2022-11-01,7,Senegal,Female,18-24,Master,Employed,Housing support
4272,2022-11-01,2,Turkey,Male,45-54,Bachelor,Unemployed,Integration program
4273,2022-11-01,7,Bangladesh,Male,35-44,Master,Employed,Asylum application
4301,2022-11-01,5,Colombia,Female,25-34,Bachelor,Employed,Employment support
4391,2022-11-01,6,Ukraine,Male,35-44,Upper secondary,Unemployed,Housing support
4459,2022-11-01,4,Bangladesh,Female,25-34,Lower secondary,Inactive,Integration program
4469,2022-11-01,1,China,Male,25-34,Doctorate,Employed,Language training
4614,2022-11-01,5,Côte d'Ivoire,Female,25-34,Bachelor,Unemployed,Employment support
4620,2022-11-01,1,Afghanistan,Female,45-54,Bachelor,Unemployed,Housing support
4639,2022-11-01,1,Spain,Male,35-44,Upper secondary,Employed,Language training
4664,2022-11-01,7,Guinea,Male,45-54,Lower secondary,Unemployed,Integration program
4746,2022-11-01,7,Bangladesh,Male,35-44,Lower secondary,Unemployed,Asylum application
4795,2022-11-01,8,China,Female,25-34,Upper secondary,Inactive,Employment support
4823,2022-11-01,5,Senegal,Male,25-34,Bachelor,Unemployed,Language training
4896,2022-11-01,10,Georgia,Male,55+,Bachelor,Unemployed,Asylum application
4936,2022-11-01,2,Senegal,Male,18-24,Upper secondary,Inactive,Language training
4998,2022-11-01,1,Afghanistan,Female,45-54,Bachelor,Unemployed,Asylum application
5065,2022-11-01,2,Guinea,Male,25-34,Master,Unemployed,Integration program
5107,2022-11-01,2,China,Male,45-54,Upper secondary,Unemployed,Language training
5235,2022-11-01,1,Brazil,Female,45-54,Bachelor,Employed,Employment support
5446,2022-11-01,1,Morocco,Female,18-24,Upper secondary,Employed,Integration program
5744,2022-11-01,4,Syria,Male,25-34,Master,Inactive,Housing support
5760,2022-11-01,1,Morocco,Male,35-44,Lower secondary,Employed,Housing support
5921,2022-11-01,3,India,Male,45-54,Bachelor,Employed,Housing support
5976,2022-11-01,5,Spain,Male,25-34,Upper secondary,Unemployed,Employment support
5977,2022-11-01,7,Portugal,Male,18-24,Master,Employed,Housing support
5982,2022-11-01,1,Spain,Female,25-34,Bachelor,Employed,Housing support
15,2022-12-01,8,Senegal,Male,18-24,Upper secondary,Employed,Employment support
23,2022-12-01,1,Afghanistan,Female,25-34,Doctorate,Employed,Employment support
66,2022-12-01,6,India,Female,45-54,Bachelor,Employed,Language training
105,2022-12-01,6,Turkey,Male,25-34,Master,Employed,Asylum application
145,2022-12-01,7,Brazil,Male,35-44,Bachelor,Employed,Language training
194,2022-12-01,3,Guinea,Male,35-44,Master,Employed,Housing support
230,2022-12-01,2,Nigeria,Female,25-34,Lower secondary,Unemployed,Language training
231,2022-12-01,1,Portugal,Male,55+,Lower secondary,Inactive,Integration program
263,2022-12-01,1,Guinea,Male,18-24,Upper secondary,Unemployed,Employment support
428,2022-12-01,7,Nigeria,Male,25-34,Master,Unemployed,Housing support
440,2022-12-01,3,Guinea,Male,35-44,Bachelor,Employed,Housing support
550,2022-12-01,4,Nigeria,Female,25-34,Upper secondary,Employed,Employment support
553,2022-12-01,10,China,Male,45-54,Upper secondary,Unemployed,Employment support
585,2022-12-01,1,Turkey,Male,35-44,Master,Employed,Language training
620,2022-12-01,2,Morocco,Female,25-34,Lower secondary,Inactive,Integration program
716,2022-12-01,3,Syria,Female,45-54,Upper secondary,Employed,Housing support
784,2022-12-01,7,Italy,Male,18-24,Bachelor,Employed,Asylum application
952,2022-12-01,2,Nigeria,Male,55+,Upper secondary,Employed,Integration program
1028,2022-12-01,2,Guinea,Female,25-34,Upper secondary,Employed,Employment support
1080,2022-12-01,7,Morocco,Female,55+,Upper secondary,Unemployed,Integration program
1083,2022-12-01,7,Other,Male,45-54,Master,Employed,Employment support
1117,2022-12-01,3,Colombia,Male,25-34,Lower secondary,Unemployed,Language training
1127,2022-12-01,1,Morocco,Female,25-34,Bachelor,Employed,Housing support
1161,2022-12-01,1,Morocco,Male,35-44,Lower secondary,Employed,Housing support
1166,2022-12-01,2,India,Male,25-34,Master,Employed,Asylum application
1188,2022-12-01,3,Other,Male,25-34,Doctorate,Employed,Employment support
1205,2022-12-01,1,Algeria,Female,35-44,Lower secondary,Unemployed,Language training
1308,2022-12-01,10,Bangladesh,Female,45-54,Bachelor,Employed,Housing support
1315,2022-12-01,3,Italy,Male,25-34,Lower secondary,Employed,Housing support
1319,2022-12-01,2,Algeria,Female,25-34,Master,Unemployed,Language training
1372,2022-12-01,1,Syria,Male,45-54,Doctorate,Employed,Asylum application
1395,2022-12-01,6,Nigeria,Male,45-54,Master,Employed,Employment support
1475,2022-12-01,6,Morocco,Female,25-34,Bachelor,Employed,Integration program
1545,2022-12-01,2,Côte d'Ivoire,Female,35-44,Bachelor,Employed,Integration program
1546,2022-12-01,6,Ukraine,Female,25-34,Upper secondary,Inactive,Integration program
1697,2022-12-01,4,Italy,Female,25-34,Upper secondary,Employed,Language training
1718,2022-12-01,3,Morocco,Female,45-54,Bachelor,Employed,Integration program
1723,2022-12-01,1,Afghanistan,Male,18-24,Bachelor,Unemployed,Language training
1725,2022-12-01,9,Côte d'Ivoire,Male,45-54,Bachelor,Unemployed,Language training
1765,2022-12-01,2,Brazil,Male,35-44,Lower secondary,Unemployed,Language training
1857,2022-12-01,1,Turkey,Female,25-34,Upper secondary,Inactive,Language training
2041,2022-12-01,1,China,Female,25-34,Upper secondary,Inactive,Housing support
2043,2022-12-01,1,Tunisia,Male,45-54,Bachelor,Unemployed,Integration program
2091,2022-12-01,6,Georgia,Male,25-34,Upper secondary,Employed,Integration program
2129,2022-12-01,1,Ukraine,Male,35-44,Lower secondary,Unemployed,Language training
2168,2022-12-01,6,Bangladesh,Male,55+,Upper secondary,Unemployed,Housing support
2270,2022-12-01,9,Brazil,Female,25-34,Master,Employed,Language training
2352,2022-12-01,1,Algeria,Female,45-54,Master,Unemployed,Asylum application
2424,2022-12-01,4,Algeria,Male,55+,Lower secondary,Inactive,Housing support
2442,2022-12-01,2,Guinea,Male,25-34,Upper secondary,Unemployed,Integration program
2476,2022-12-01,1,Other,Male,25-34,Lower secondary,Unemployed,Housing support
2570,2022-12-01,1,Italy,Male,45-54,Doctorate,Unemployed,Housing support
2587,2022-12-01,1,Afghanistan,Male,25-34,Upper secondary,Unemployed,Employment support
2617,2022-12-01,1,Brazil,Female,35-44,Upper secondary,Employed,Employment support
2642,2022-12-01,10,Senegal,Male,55+,Master,Unemployed,Asylum application
2714,2022-12-01,9,Algeria,Female,35-44,Lower secondary,Employed,Integration program
2719,2022-12-01,2,Spain,Male,35-44,Lower secondary,Employed,Employment support
2728,2022-12-01,1,Tunisia,Female,25-34,Lower secondary,Employed,Employment support
2734,2022-12-01,3,Senegal,Female,35-44,Upper secondary,Inactive,Employment support
2811,2022-12-01,1,Nigeria,Female,45-54,Lower secondary,Unemployed,Asylum application
2897,2022-12-01,10,Senegal,Female,25-34,Doctorate,Employed,Housing support
2934,2022-12-01,5,Portugal,Male,55+,Master,Employed,Language training
2950,2022-12-01,5,Italy,Male,25-34,Master,Employed,Language training
2958,2022-12-01,4,Syria,Female,35-44,Lower secondary,Employed,Language training
3030,2022-12-01,3,China,Male,18-24,Upper secondary,Inactive,Integration program
3112,2022-12-01,1,Italy,Male,25-34,Upper secondary,Employed,Employment support
3127,2022-12-01,1,Georgia,Male,25-34,Bachelor,Unemployed,Integration program
3176,2022-12-01,1,Turkey,Female,55+,Lower secondary,Inactive,Housing support
3196,2022-12-01,5,Portugal,Male,25-34,Upper secondary,Unemployed,Language training
3238,2022-12-01,9,Brazil,Male,35-44,Upper secondary,Unemployed,Asylum application
3267,2022-12-01,3,China,Female,25-34,Upper secondary,Employed,Housing support
3275,2022-12-01,4,Brazil,Male,35-44,Bachelor,Employed,Asylum application
3286,2022-12-01,3,Syria,Female,18-24,Bachelor,Employed,Integration program
3415,2022-12-01,7,India,Male,45-54,Upper secondary,Employed,Housing support
3428,2022-12-01,3,India,Male,25-34,Master,Employed,Housing support
3450,2022-12-01,9,Tunisia,Female,25-34,Master,Employed,Integration program
3600,2022-12-01,3,Other,Female,35-44,Upper secondary,Unemployed,Asylum application
3605,2022-12-01,1,Spain,Male,25-34,Doctorate,Employed,Asylum application
3657,2022-12-01,8,China,Female,25-34,Upper secondary,Employed,Asylum application
3681,2022-12-01,5,Other,Male,35-44,Master,Employed,Employment support
3748,2022-12-01,5,China,Female,45-54,Master,Employed,Housing support
3781,2022-12-01,4,India,Female,25-34,Lower secondary,Employed,Housing support
3826,2022-12-01,3,Turkey,Female,18-24,Bachelor,Unemployed,Asylum application
3863,2022-12-01,7,Guinea,Female,18-24,Bachelor,Employed,Employment support
3997,2022-12-01,3,Guinea,Male,25-34,Lower secondary,Inactive,Employment support
4008,2022-12-01,8,Tunisia,Female,55+,Upper secondary,Employed,Integration program
4045,2022-12-01,1,Italy,Male,25-34,Bachelor,Unemployed,Language training
4046,2022-12-01,10,Côte d'Ivoire,Female,35-44,Upper secondary,Unemployed,Employment support
4105,2022-12-01,2,Nigeria,Male,35-44,Master,Employed,Language training
4154,2022-12-01,2,Algeria,Female,25-34,Bachelor,Employed,Housing support
4168,2022-12-01,5,Brazil,Female,45-54,Upper secondary,Unemployed,Housing support
4181,2022-12-01,4,Senegal,Male,45-54,Bachelor,Unemployed,Integration program
4254,2022-12-01,3,India,Female,25-34,Bachelor,Employed,Housing support
4303,2022-12-01,6,China,Male,35-44,Doctorate,Employed,Integration program
4357,2022-12-01,2,China,Female,35-44,Doctorate,Employed,Asylum application
4418,2022-12-01,4,Senegal,Female,18-24,Lower secondary,Unemployed,Integration program
4470,2022-12-01,7,Tunisia,Male,25-34,Upper secondary,Employed,Housing support
4616,2022-12-01,10,Algeria,Male,25-34,Upper secondary,Inactive,Asylum application
4688,2022-12-01,7,Turkey,Female,45-54,Bachelor,Employed,Integration program
4697,2022-12-01,10,China,Male,25-34,Upper secondary,Employed,Employment support
4698,2022-12-01,6,Italy,Male,35-44,Bachelor,Employed,Housing support
4802,2022-12-01,5,Afghanistan,Female,25-34,Upper secondary,Employed,Language training
4808,2022-12-01,4,Colombia,Male,25-34,Bachelor,Employed,Asylum application
4815,2022-12-01,3,Portugal,Male,18-24,Upper secondary,Unemployed,Housing support
4830,2022-12-01,6,Côte d'Ivoire,Female,25-34,Master,Employed,Language training
4848,2022-12-01,7,Syria,Male,18-24,Bachelor,Employed,Housing support
4851,2022-12-01,1,China,Female,25-34,Upper secondary,Unemployed,Housing support
4915,2022-12-01,1,Senegal,Female,55+,Upper secondary,Unemployed,Asylum application
5141,2022-12-01,1,Spain,Female,25-34,Bachelor,Unemployed,Asylum application
5232,2022-12-01,1,Côte d'Ivoire,Male,55+,Master,Unemployed,Language training
5243,2022-12-01,5,Georgia,Female,35-44,Upper secondary,Employed,Language training
5275,2022-12-01,7,Guinea,Male,18-24,Upper secondary,Employed,Employment support
5328,2022-12-01,3,Turkey,Female,18-24,Master,Employed,Integration program
5343,2022-12-01,2,Senegal,Male,25-34,Master,Employed,Asylum application
5507,2022-12-01,6,Nigeria,Female,35-44,Upper secondary,Unemployed,Employment support
5518,2022-12-01,1,Georgia,Female,25-34,Upper secondary,Employed,Asylum application
5531,2022-12-01,7,Spain,Male,35-44,Upper secondary,Unemployed,Employment support
5585,2022-12-01,1,Brazil,Female,45-54,Bachelor,Employed,Integration program
5601,2022-12-01,5,China,Male,45-54,Bachelor,Employed,Asylum application
5645,2022-12-01,8,Brazil,Male,35-44,Bachelor,Employed,Employment support
5686,2022-12-01,3,Georgia,Male,45-54,Lower secondary,Unemployed,Language training
5748,2022-12-01,7,Ukraine,Male,25-34,Doctorate,Employed,Employment support
5751,2022-12-01,7,Guinea,Male,45-54,Lower secondary,Unemployed,Integration program
5784,2022-12-01,6,Other,Female,35-44,Master,Inactive,Housing support
5810,2022-12-01,5,Bangladesh,Female,45-54,Master,Unemployed,Language training
5818,2022-12-01,1,Morocco,Male,25-34,Upper secondary,Employed,Employment support
5895,2022-12-01,9,Bangladesh,Male,18-24,Lower secondary,Employed,Housing support
5971,2022-12-01,7,Other,Male,45-54,Upper secondary,Unemployed,Asylum application
17,2023-01-01,3,Syria,Female,25-34,Bachelor,Unemployed,Employment support
104,2023-01-01,1,Syria,Male,45-54,Doctorate,Employed,Housing support
113,2023-01-01,2,Bangladesh,Female,25-34,Upper secondary,Unemployed,Employment support
133,2023-01-01,2,Tunisia,Female,45-54,Bachelor,Employed,Housing support
140,2023-01-01,10,Tunisia,Male,25-34,Lower secondary,Unemployed,Language training
183,2023-01-01,7,Syria,Male,45-54,Bachelor,Unemployed,Housing support
256,2023-01-01,1,Ukraine,Male,55+,Master,Unemployed,Housing support
291,2023-01-01,8,Italy,Female,35-44,Master,Employed,Integration program
435,2023-01-01,3,Algeria,Female,35-44,Lower secondary,Inactive,Language training
502,2023-01-01,3,Bangladesh,Female,25-34,Master,Employed,Integration program
515,2023-01-01,4,Guinea,Male,25-34,Upper secondary,Employed,Language training
529,2023-01-01,6,Italy,Male,35-44,Master,Employed,Asylum application
539,2023-01-01,1,Other,Male,35-44,Upper secondary,Unemployed,Language training
555,2023-01-01,1,Portugal,Male,25-34,Lower secondary,Unemployed,Housing support
560,2023-01-01,5,Côte d'Ivoire,Female,25-34,Bachelor,Employed,Asylum application
594,2023-01-01,4,Senegal,Female,45-54,Bachelor,Employed,Asylum application
605,2023-01-01,3,Bangladesh,Male,45-54,Doctorate,Employed,Integration program
655,2023-01-01,1,Senegal,Male,35-44,Master,Employed,Integration program
667,2023-01-01,4,Italy,Female,45-54,Master,Employed,Language training
670,2023-01-01,3,Georgia,Male,45-54,Upper secondary,Unemployed,Asylum application
692,2023-01-01,4,Georgia,Male,18-24,Master,Employed,Language training
743,2023-01-01,1,Italy,Male,18-24,Master,Employed,Employment support
793,2023-01-01,6,Turkey,Male,35-44,Upper secondary,Employed,Integration program
819,2023-01-01,1,Italy,Male,18-24,Bachelor,Employed,Integration program
833,2023-01-01,5,Other,Male,25-34,Upper secondary,Employed,Housing support
834,2023-01-01,1,China,Male,55+,Bachelor,Employed,Housing support
934,2023-01-01,1,Morocco,Male,35-44,Master,Employed,Employment support
947,2023-01-01,10,Spain,Male,45-54,Bachelor,Employed,Language training
949,2023-01-01,2,Morocco,Male,35-44,Master,Employed,Employment support
999,2023-01-01,4,Georgia,Male,45-54,Doctorate,Unemployed,Employment support
1136,2023-01-01,1,Algeria,Female,35-44,Upper secondary,Unemployed,Employment support
1191,2023-01-01,5,Turkey,Male,35-44,Upper secondary,Employed,Integration program
1204,2023-01-01,4,Nigeria,Male,55+,Bachelor,Employed,Language training
1209,2023-01-01,1,Bangladesh,Female,25-34,Upper secondary,Unemployed,Housing support
1408,2023-01-01,6,Portugal,Female,35-44,Lower secondary,Unemployed,Integration program
1439,2023-01-01,1,Georgia,Male,25-34,Doctorate,Employed,Housing support
1487,2023-01-01,1,Italy,Female,25-34,Doctorate,Employed,Language training
1499,2023-01-01,5,Portugal,Female,35-44,Upper secondary,Employed,Language training
1518,2023-01-01,3,Guinea,Female,35-44,Doctorate,Employed,Housing support
1615,2023-01-01,6,Côte d'Ivoire,Female,25-34,Master,Unemployed,Integration program
1721,2023-01-01,2,Portugal,Female,25-34,Lower secondary,Unemployed,Integration program
1733,2023-01-01,1,Colombia,Female,25-34,Master,Employed,Housing support
1749,2023-01-01,2,Bangladesh,Male,25-34,Bachelor,Employed,Integration program
1777,2023-01-01,5,Algeria,Female,25-34,Bachelor,Employed,Language training
1804,2023-01-01,9,China,Female,35-44,Bachelor,Employed,Language training
1878,2023-01-01,1,Turkey,Male,45-54,Upper secondary,Employed,Asylum application
1969,2023-01-01,1,Côte d'Ivoire,Male,18-24,Bachelor,Employed,Integration program
2074,2023-01-01,3,Bangladesh,Female,25-34,Master,Employed,Asylum application
2133,2023-01-01,6,China,Female,45-54,Doctorate,Unemployed,Integration program
2237,2023-01-01,7,Ukraine,Male,55+,Lower secondary,Inactive,Integration program
2245,2023-01-01,1,Colombia,Male,55+,Upper secondary,Employed,Employment support
2258,2023-01-01,8,Turkey,Male,25-34,Master,Employed,Asylum application
2286,2023-01-01,1,Côte d'Ivoire,Female,25-34,Lower secondary,Employed,Language training
2293,2023-01-01,7,Afghanistan,Male,25-34,Bachelor,Employed,Asylum application
2346,2023-01-01,8,Senegal,Female,35-44,Lower secondary,Unemployed,Integration program
2504,2023-01-01,2,Georgia,Male,35-44,Master,Inactive,Housing support
2529,2023-01-01,5,Côte d'Ivoire,Female,45-54,Master,Employed,Employment support
2594,2023-01-01,4,Afghanistan,Male,25-34,Lower secondary,Inactive,Asylum application
2669,2023-01-01,5,Tunisia,Female,35-44,Bachelor,Employed,Employment support
2683,2023-01-01,4,India,Female,45-54,Upper secondary,Unemployed,Employment support
2709,2023-01-01,7,Côte d'Ivoire,Male,18-24,Upper secondary,Unemployed,Asylum application
2759,2023-01-01,1,Tunisia,Male,25-34,Bachelor,Employed,Housing support
2805,2023-01-01,2,Nigeria,Female,45-54,Lower secondary,Unemployed,Housing support
2830,2023-01-01,1,Bangladesh,Female,55+,Master,Inactive,Employment support
2861,2023-01-01,1,Afghanistan,Male,25-34,Upper secondary,Employed,Asylum application
2867,2023-01-01,6,Brazil,Male,18-24,Upper secondary,Unemployed,Language training
2894,2023-01-01,3,Algeria,Male,25-34,Bachelor,Unemployed,Asylum application
2896,2023-01-01,4,Turkey,Female,18-24,Lower secondary,Inactive,Language training
2955,2023-01-01,4,Morocco,Male,35-44,Bachelor,Unemployed,Asylum application
3032,2023-01-01,2,Côte d'Ivoire,Female,55+,Lower secondary,Unemployed,Asylum application
3062,2023-01-01,6,Brazil,Male,55+,Upper secondary,Unemployed,Employment support
3147,2023-01-01,2,Syria,Female,25-34,Master,Unemployed,Employment support
3282,2023-01-01,2,Nigeria,Female,55+,Lower secondary,Employed,Integration program
3427,2023-01-01,1,Tunisia,Female,25-34,Lower secondary,Unemployed,Language training
3432,2023-01-01,1,Italy,Female,25-34,Bachelor,Unemployed,Housing support
3515,2023-01-01,7,Algeria,Female,25-34,Master,Employed,Housing support
3516,2023-01-01,2,Morocco,Female,55+,Master,Employed,Housing support
3568,2023-01-01,5,China,Female,45-54,Bachelor,Employed,Language training
3601,2023-01-01,2,Morocco,Male,35-44,Upper secondary,Employed,Language training
3663,2023-01-01,3,Turkey,Male,25-34,Master,Unemployed,Housing support
3682,2023-01-01,7,Other,Female,18-24,Upper secondary,Employed,Housing support
3723,2023-01-01,1,Turkey,Male,35-44,Master,Unemployed,Language training
3751,2023-01-01,1,Algeria,Male,55+,Lower secondary,Employed,Housing support
3757,2023-01-01,8,Other,Male,45-54,Upper secondary,Employed,Employment support
4037,2023-01-01,3,Ukraine,Male,45-54,Upper secondary,Employed,Employment support
4049,2023-01-01,8,Italy,Female,55+,Upper secondary,Unemployed,Housing support
4068,2023-01-01,1,China,Male,55+,Bachelor,Unemployed,Employment support
4201,2023-01-01,1,China,Female,35-44,Upper secondary,Employed,Language training
4205,2023-01-01,6,Portugal,Female,35-44,Master,Employed,Asylum application
4268,2023-01-01,6,Nigeria,Male,25-34,Master,Employed,Language training
4282,2023-01-01,9,Other,Female,45-54,Upper secondary,Unemployed,Integration program
4369,2023-01-01,2,China,Male,35-44,Lower secondary,Unemployed,Employment support
4437,2023-01-01,1,Georgia,Female,25-34,Master,Employed,Language training
4507,2023-01-01,4,Italy,Female,35-44,Upper secondary,Employed,Employment support
4526,2023-01-01,1,Brazil,Female,25-34,Bachelor,Employed,Language training
4547,2023-01-01,3,Georgia,Male,35-44,Doctorate,Employed,Employment support
4592,2023-01-01,4,Algeria,Male,45-54,Bachelor,Unemployed,Asylum application
4624,2023-01-01,1,Algeria,Female,35-44,Master,Employed,Housing support
4668,2023-01-01,6,Nigeria,Male,18-24,Upper secondary,Unemployed,Language training
4739,2023-01-01,6,Nigeria,Male,45-54,Lower secondary,Unemployed,Employment support
4743,2023-01-01,1,China,Male,18-24,Master,Unemployed,Integration program
4773,2023-01-01,1,Italy,Female,25-34,Lower secondary,Unemployed,Housing support
4899,2023-01-01,1,Portugal,Female,18-24,Master,Unemployed,Asylum application
4901,2023-01-01,4,Ukraine,Female,25-34,Bachelor,Employed,Housing support
4935,2023-01-01,9,Afghanistan,Female,25-34,Bachelor,Employed,Integration program
4990,2023-01-01,2,Senegal,Male,45-54,Lower secondary,Unemployed,Housing support
5000,2023-01-01,1,Bangladesh,Female,55+,Bachelor,Employed,Employment support
5005,2023-01-01,5,Afghanistan,Female,45-54,Lower secondary,Unemployed,Integration program
5063,2023-01-01,4,India,Female,25-34,Upper secondary,Unemployed,Housing support
5211,2023-01-01,6,Bangladesh,Male,35-44,Bachelor,Unemployed,Language training
5216,2023-01-01,1,Algeria,Female,18-24,Upper secondary,Unemployed,Housing support
5433,2023-01-01,3,Tunisia,Female,45-54,Bachelor,Employed,Language training
5442,2023-01-01,5,Senegal,Female,25-34,Master,Employed,Asylum application
5470,2023-01-01,5,Algeria,Female,45-54,Lower secondary,Employed,Housing support
5473,2023-01-01,1,Algeria,Female,18-24,Doctorate,Employed,Language training
5526,2023-01-01,2,Guinea,Female,45-54,Master,Employed,Language training
5544,2023-01-01,2,Morocco,Male,45-54,Bachelor,Employed,Employment support
5574,2023-01-01,2,Syria,Female,55+,Master,Inactive,Housing support
5599,2023-01-01,10,Georgia,Male,35-44,Bachelor,Employed,Asylum application
5732,2023-01-01,6,Nigeria,Male,25-34,Master,Employed,Employment support
5757,2023-01-01,1,Morocco,Male,55+,Lower secondary,Unemployed,Language training
5779,2023-01-01,2,Guinea,Male,25-34,Bachelor,Employed,Language training
5880,2023-01-01,1,Turkey,Male,35-44,Upper secondary,Employed,Housing support
5903,2023-01-01,1,Spain,Female,25-34,Lower secondary,Inactive,Language training
5910,2023-01-01,7,Colombia,Male,35-44,Lower secondary,Unemployed,Employment support
5925,2023-01-01,1,Brazil,Female,25-34,Bachelor,Inactive,Housing support
6000,2023-01-01,9,Afghanistan,Female,35-44,Master,Employed,Asylum application
41,2023-02-01,4,Guinea,Male,25-34,Upper secondary,Employed,Language training
62,2023-02-01,3,Syria,Male,25-34,Bachelor,Inactive,Asylum application
88,2023-02-01,1,China,Male,25-34,Bachelor,Employed,Housing support
173,2023-02-01,1,Nigeria,Male,25-34,Upper secondary,Employed,Employment support
234,2023-02-01,3,Turkey,Male,25-34,Bachelor,Employed,Language training
237,2023-02-01,2,Senegal,Male,25-34,Bachelor,Unemployed,Employment support
292,2023-02-01,3,Portugal,Male,55+,Lower secondary,Unemployed,Housing support
293,2023-02-01,1,Portugal,Male,55+,Master,Employed,Integration program
330,2023-02-01,2,Turkey,Male,25-34,Upper secondary,Unemployed,Asylum application
433,2023-02-01,1,Turkey,Male,18-24,Bachelor,Employed,Integration program
500,2023-02-01,4,Senegal,Female,35-44,Bachelor,Employed,Employment support
543,2023-02-01,1,Guinea,Male,55+,Master,Employed,Asylum application
552,2023-02-01,6,Ukraine,Male,25-34,Upper secondary,Employed,Asylum application
616,2023-02-01,2,Algeria,Female,18-24,Master,Inactive,Housing support
622,2023-02-01,1,Bangladesh,Female,25-34,Bachelor,Unemployed,Integration program
658,2023-02-01,3,Côte d'Ivoire,Female,55+,Upper secondary,Unemployed,Language training
719,2023-02-01,3,Afghanistan,Female,35-44,Bachelor,Employed,Asylum application
772,2023-02-01,2,Tunisia,Male,35-44,Bachelor,Employed,Asylum application
787,2023-02-01,1,Afghanistan,Female,25-34,Master,Employed,Asylum application
843,2023-02-01,4,Côte d'Ivoire,Male,45-54,Bachelor,Unemployed,Language training
873,2023-02-01,2,Algeria,Male,25-34,Doctorate,Employed,Employment support
922,2023-02-01,2,Guinea,Female,45-54,Master,Inactive,Asylum application
945,2023-02-01,1,Italy,Male,25-34,Upper secondary,Employed,Housing support
963,2023-02-01,1,Tunisia,Male,35-44,Lower secondary,Unemployed,Language training
982,2023-02-01,3,Syria,Male,55+,Master,Employed,Language training
985,2023-02-01,1,China,Male,25-34,Upper secondary,Employed,Language training
1015,2023-02-01,1,Guinea,Male,25-34,Upper secondary,Employed,Asylum application
1059,2023-02-01,6,Tunisia,Female,35-44,Bachelor,Employed,Integration program
1119,2023-02-01,7,Colombia,Female,25-34,Upper secondary,Unemployed,Language training
1223,2023-02-01,1,Ukraine,Male,35-44,Master,Employed,Asylum application
1239,2023-02-01,4,Guinea,Male,35-44,Upper secondary,Employed,Integration program
1325,2023-02-01,5,Tunisia,Female,45-54,Upper secondary,Inactive,Asylum application
1337,2023-02-01,2,Portugal,Female,35-44,Upper secondary,Employed,Language training
1346,2023-02-01,8,India,Female,35-44,Bachelor,Unemployed,Housing support
1382,2023-02-01,1,Turkey,Male,25-34,Lower secondary,Inactive,Language training
1394,2023-02-01,1,Afghanistan,Male,45-54,Lower secondary,Employed,Integration program
1449,2023-02-01,1,Colombia,Female,35-44,Bachelor,Inactive,Housing support
1556,2023-02-01,2,Afghanistan,Male,55+,Master,Employed,Asylum application
1590,2023-02-01,3,Ukraine,Female,25-34,Upper secondary,Employed,Employment support
1625,2023-02-01,1,Colombia,Male,25-34,Upper secondary,Employed,Asylum application
1642,2023-02-01,3,Côte d'Ivoire,Male,55+,Lower secondary,Unemployed,Integration program
1729,2023-02-01,1,Senegal,Female,35-44,Lower secondary,Employed,Language training
1806,2023-02-01,2,Guinea,Female,35-44,Bachelor,Employed,Asylum application
2008,2023-02-01,2,Portugal,Male,45-54,Lower secondary,Inactive,Employment support
2090,2023-02-01,1,Turkey,Female,18-24,Bachelor,Employed,Employment support
2096,2023-02-01,8,Algeria,Female,45-54,Upper secondary,Employed,Housing support
2177,2023-02-01,1,Guinea,Male,35-44,Upper secondary,Unemployed,Integration program
2200,2023-02-01,1,Colombia,Female,25-34,Bachelor,Employed,Integration program
2256,2023-02-01,6,Portugal,Female,25-34,Bachelor,Unemployed,Language training
2326,2023-02-01,3,Colombia,Male,25-34,Doctorate,Employed,Employment support
2371,2023-02-01,1,Bangladesh,Female,25-34,Bachelor,Employed,Integration program
2449,2023-02-01,5,Brazil,Male,18-24,Bachelor,Unemployed,Housing support
2491,2023-02-01,8,Brazil,Male,25-34,Doctorate,Employed,Asylum application
2568,2023-02-01,3,Ukraine,Male,25-34,Lower secondary,Employed,Language training
2578,2023-02-01,1,Côte d'Ivoire,Female,25-34,Master,Employed,Asylum application
2592,2023-02-01,5,Georgia,Male,18-24,Master,Unemployed,Housing support
2691,2023-02-01,3,Syria,Female,35-44,Doctorate,Unemployed,Employment support
2741,2023-02-01,8,India,Female,18-24,Lower secondary,Unemployed,Housing support
2839,2023-02-01,5,Morocco,Male,25-34,Upper secondary,Unemployed,Integration program
2927,2023-02-01,7,Turkey,Female,45-54,Bachelor,Employed,Housing support
3076,2023-02-01,5,Other,Male,18-24,Master,Employed,Asylum application
3121,2023-02-01,1,Morocco,Female,35-44,Upper secondary,Employed,Asylum application
3160,2023-02-01,7,India,Female,25-34,Upper secondary,Employed,Integration program
