case_id,application_date,region_id,country_of_citizenship,sex,age_group,decision,protection_type
830,2022-12-01,7,Afghanistan,Female,35-44,Rejected,None
831,2023-04-01,1,Syria,Male,25-34,Rejected,None
832,2025-03-01,4,Italy,Male,35-44,Rejected,None
833,2025-04-01,1,Syria,Male,35-44,Pending,None
834,2025-10-01,5,Turkey,Female,25-34,Accepted,Refugee status
835,2025-07-01,4,Afghanistan,Male,45-54,Pending,None
836,2023-04-01,7,Italy,Female,18-24,Withdrawn,None
837,2024-09-01,5,China,Male,35-44,Accepted,Subsidiary protection
838,2025-10-01,10,Guinea,Male,25-34,Pending,None
839,2023-01-01,3,Algeria,Female,25-34,Pending,None
840,2022-06-01,4,Morocco,Male,25-34,Rejected,None
841,2024-01-01,1,Turkey,Male,25-34,Rejected,None
842,2023-11-01,1,Côte d'Ivoire,Male,25-34,Rejected,None
843,2024-10-01,1,Turkey,Male,35-44,Pending,None
844,2022-10-01,1,Portugal,Male,25-34,Rejected,None
845,2023-10-01,1,Georgia,Male,35-44,Accepted,Temporary protection
846,2024-05-01,1,Afghanistan,Female,18-24,Rejected,None
847,2024-04-01,1,Afghanistan,Female,25-34,Rejected,None
848,2022-04-01,5,Guinea,Female,25-34,Pending,None
849,2022-05-01,3,Senegal,Male,35-44,Accepted,Refugee status
850,2024-01-01,9,Italy,Male,25-34,Pending,None
851,2023-06-01,2,Afghanistan,Female,25-34,Accepted,Refugee status
852,2022-09-01,1,Tunisia,Male,45-54,Pending,None
853,2025-03-01,7,Georgia,Female,18-24,Pending,None
854,2023-09-01,7,India,Male,35-44,Pending,None
855,2024-04-01,2,Italy,Female,35-44,Pending,None
856,2024-10-01,1,Turkey,Male,25-34,Accepted,Subsidiary protection
857,2024-11-01,8,Tunisia,Male,25-34,Accepted,Refugee status
858,2023-05-01,9,Turkey,Female,25-34,Rejected,None
859,2022-02-01,10,Senegal,Male,35-44,Accepted,Refugee status
860,2024-02-01,2,Portugal,Male,45-54,Rejected,None
861,2022-12-01,1,Syria,Male,25-34,Withdrawn,None
862,2025-11-01,2,China,Female,25-34,Accepted,Refugee status
863,2025-07-01,4,India,Male,25-34,Rejected,None
864,2025-07-01,1,Guinea,Female,25-34,Withdrawn,None
865,2025-02-01,1,Afghanistan,Male,18-24,Rejected,None
866,2025-12-01,9,Portugal,Male,45-54,Pending,None
867,2025-10-01,1,Nigeria,Female,25-34,Pending,None
868,2022-09-01,1,China,Male,18-24,Pending,None
869,2024-06-01,4,Ukraine,Female,18-24,Rejected,None
870,2023-12-01,9,India,Male,45-54,Rejected,None
871,2022-02-01,9,Bangladesh,Male,18-24,Pending,None
872,2025-02-01,1,Syria,Male,35-44,Accepted,Subsidiary protection
873,2022-06-01,4,Côte d'Ivoire,Male,35-44,Accepted,Refugee status
874,2025-09-01,10,Morocco,Female,35-44,Rejected,None
875,2024-10-01,5,India,Male,25-34,Pending,None
876,2022-12-01,1,Bangladesh,Male,35-44,Pending,None
877,2022-02-01,5,Côte d'Ivoire,Male,25-34,Accepted,Refugee status
878,2025-12-01,3,Algeria,Male,25-34,Pending,None
879,2025-03-01,3,Turkey,Male,45-54,Rejected,None
880,2023-10-01,3,Ukraine,Male,35-44,Accepted,Subsidiary protection
881,2025-03-01,1,Afghanistan,Male,25-34,Accepted,Refugee status
882,2025-02-01,7,Senegal,Male,35-44,Rejected,None
883,2024-06-01,2,Portugal,Male,35-44,Pending,None
884,2024-01-01,1,Italy,Female,45-54,Pending,None
885,2022-03-01,2,China,Male,35-44,Rejected,None
886,2023-03-01,5,Algeria,Male,25-34,Rejected,None
887,2023-03-01,4,Ukraine,Male,25-34,Pending,None
888,2022-06-01,7,China,Female,25-34,Rejected,None
889,2024-11-01,7,Afghanistan,Female,25-34,Accepted,Temporary protection
890,2022-08-01,5,Spain,Male,25-34,Accepted,Refugee status
891,2023-01-01,4,Turkey,Male,35-44,Rejected,None
892,2024-08-01,4,Syria,Male,25-34,Pending,None
893,2024-01-01,2,Nigeria,Female,35-44,Accepted,Refugee status
894,2024-03-01,3,Syria,Female,25-34,Pending,None
895,2025-05-01,3,Italy,Male,35-44,Accepted,Refugee status
896,2023-09-01,7,Turkey,Male,18-24,Accepted,Temporary protection
897,2024-06-01,6,China,Female,35-44,Withdrawn,None
898,2024-07-01,1,Senegal,Female,25-34,Accepted,Refugee status
899,2022-07-01,10,Senegal,Male,25-34,Rejected,None
900,2024-01-01,10,China,Female,18-24,Pending,None
901,2024-03-01,1,India,Male,45-54,Accepted,Refugee status
902,2022-07-01,10,China,Male,18-24,Rejected,None
903,2022-07-01,3,Portugal,Male,18-24,Pending,None
904,2023-01-01,1,Tunisia,Female,45-54,Withdrawn,None
905,2023-09-01,6,Italy,Male,35-44,Rejected,None
906,2023-09-01,1,Nigeria,Male,45-54,Rejected,None
907,2022-11-01,5,Nigeria,Male,55+,Pending,None
908,2023-08-01,7,India,Male,25-34,Accepted,Refugee status
909,2023-02-01,2,Georgia,Male,35-44,Pending,None
910,2025-08-01,1,Georgia,Male,18-24,Withdrawn,None
911,2024-08-01,1,China,Male,45-54,Pending,None
912,2025-10-01,2,Senegal,Male,35-44,Rejected,None
913,2024-08-01,4,Afghanistan,Male,45-54,Accepted,Temporary protection
914,2024-02-01,6,Portugal,Male,25-34,Rejected,None
915,2023-12-01,8,Spain,Male,35-44,Withdrawn,None
916,2023-01-01,4,Nigeria,Female,45-54,Rejected,None
917,2022-09-01,3,Spain,Male,25-34,Pending,None
918,2025-03-01,2,Turkey,Male,25-34,Rejected,None
919,2023-07-01,4,Italy,Male,45-54,Accepted,Temporary protection
920,2022-09-01,1,Nigeria,Male,55+,Rejected,None
921,2023-09-01,3,Bangladesh,Male,35-44,Pending,None
922,2023-12-01,3,Tunisia,Male,25-34,Rejected,None
923,2024-09-01,5,Algeria,Male,18-24,Accepted,Subsidiary protection
924,2025-12-01,1,Italy,Female,35-44,Rejected,None
925,2025-11-01,2,Senegal,Male,35-44,Accepted,Refugee status
926,2025-06-01,6,Nigeria,Female,18-24,Accepted,Refugee status
927,2025-04-01,7,Tunisia,Male,25-34,Pending,None
928,2025-09-01,4,Algeria,Male,18-24,Pending,None
929,2024-11-01,8,Ukraine,Male,25-34,Withdrawn,None
930,2022-05-01,6,Nigeria,Male,25-34,Rejected,None
931,2022-12-01,7,Spain,Male,18-24,Pending,None
932,2023-11-01,7,Algeria,Male,25-34,Accepted,Refugee status
933,2025-02-01,6,China,Female,18-24,Rejected,None
934,2025-01-01,8,Bangladesh,Female,35-44,Accepted,Refugee status
935,2025-07-01,1,Morocco,Male,35-44,Accepted,Temporary protection
936,2022-08-01,3,Bangladesh,Female,35-44,Rejected,None
937,2024-05-01,7,Senegal,Female,45-54,Pending,None
938,2025-01-01,1,Morocco,Female,18-24,Accepted,Subsidiary protection
939,2023-07-01,1,Algeria,Female,55+,Accepted,Refugee status
940,2023-05-01,2,Nigeria,Male,18-24,Rejected,None
941,2024-08-01,4,Portugal,Male,25-34,Pending,None
942,2025-07-01,6,Morocco,Female,18-24,Pending,None
943,2023-10-01,4,Tunisia,Male,45-54,Withdrawn,None
944,2023-09-01,1,Nigeria,Male,25-34,Rejected,None
945,2022-04-01,7,Nigeria,Male,25-34,Rejected,None
946,2023-01-01,1,Georgia,Male,25-34,Rejected,None
947,2022-04-01,8,Guinea,Female,55+,Pending,None
948,2025-09-01,3,Guinea,Male,25-34,Accepted,Subsidiary protection
949,2025-05-01,1,Syria,Female,25-34,Accepted,Refugee status
950,2024-11-01,3,Syria,Male,18-24,Pending,None
951,2022-11-01,5,Algeria,Female,25-34,Pending,None
952,2023-11-01,8,Bangladesh,Male,45-54,Pending,None
953,2022-01-01,4,Côte d'Ivoire,Female,25-34,Pending,None
954,2025-11-01,10,Georgia,Male,18-24,Pending,None
955,2022-03-01,2,Algeria,Male,45-54,Rejected,None
956,2024-05-01,1,Senegal,Male,45-54,Withdrawn,None
957,2023-12-01,2,China,Male,55+,Accepted,Subsidiary protection
958,2024-05-01,5,Guinea,Female,18-24,Pending,None
959,2022-04-01,1,Georgia,Female,25-34,Pending,None
960,2023-06-01,1,Georgia,Male,45-54,Rejected,None
961,2025-04-01,5,Afghanistan,Male,18-24,Accepted,Refugee status
962,2025-05-01,2,Portugal,Male,25-34,Rejected,None
963,2023-08-01,7,Spain,Male,45-54,Pending,None
964,2024-05-01,1,Portugal,Male,18-24,Rejected,None
965,2025-03-01,2,Spain,Male,35-44,Rejected,None
966,2024-06-01,3,Nigeria,Male,45-54,Pending,None
967,2023-09-01,9,Syria,Male,35-44,Withdrawn,None
968,2025-09-01,1,Guinea,Male,45-54,Accepted,Refugee status
969,2025-12-01,1,Bangladesh,Male,35-44,Pending,None
970,2023-01-01,1,Tunisia,Female,35-44,Accepted,Refugee status
971,2022-03-01,10,Italy,Male,35-44,Accepted,Refugee status
972,2025-02-01,1,Turkey,Male,18-24,Rejected,None
973,2022-06-01,7,Tunisia,Female,25-34,Pending,None
974,2025-03-01,3,India,Male,45-54,Rejected,None
975,2025-02-01,7,Bangladesh,Male,25-34,Rejected,None
976,2022-04-01,1,Algeria,Male,25-34,Rejected,None
977,2024-03-01,3,Portugal,Male,25-34,Pending,None
978,2024-11-01,10,China,Female,25-34,Pending,None
979,2022-04-01,1,Portugal,Male,35-44,Rejected,None
980,2025-04-01,5,Ukraine,Female,55+,Accepted,Temporary protection
981,2022-06-01,9,Algeria,Male,18-24,Withdrawn,None
982,2024-02-01,1,Ukraine,Male,18-24,Accepted,Temporary protection
983,2022-01-01,7,Georgia,Female,35-44,Accepted,Refugee status
984,2022-06-01,1,Syria,Male,18-24,Withdrawn,None
985,2024-12-01,1,Guinea,Male,25-34,Rejected,None
986,2022-04-01,1,Turkey,Male,25-34,Accepted,Subsidiary protection
987,2025-08-01,6,Algeria,Male,25-34,Rejected,None
988,2022-02-01,1,Syria,Male,35-44,Pending,None
989,2024-07-01,2,Spain,Female,25-34,Accepted,Refugee status
990,2023-06-01,5,China,Female,35-44,Pending,None
991,2024-06-01,1,Georgia,Female,35-44,Withdrawn,None
992,2024-06-01,1,Syria,Male,18-24,Withdrawn,None
993,2024-07-01,1,China,Female,25-34,Rejected,None
994,2024-04-01,1,Côte d'Ivoire,Male,18-24,Accepted,Refugee status
995,2025-10-01,3,India,Male,35-44,Rejected,None
996,2024-01-01,3,Spain,Male,18-24,Pending,None
997,2025-05-01,9,Ukraine,Female,45-54,Accepted,Refugee status
998,2023-09-01,6,Algeria,Female,45-54,Rejected,None
999,2024-06-01,10,Syria,Male,25-34,Pending,None
1000,2024-09-01,6,Syria,Male,45-54,Pending,None
1001,2023-07-01,10,Spain,Male,25-34,Rejected,None
1002,2025-07-01,1,Guinea,Female,25-34,Rejected,None
1003,2023-02-01,1,Morocco,Male,18-24,Accepted,Refugee status
1004,2025-04-01,2,Tunisia,Male,35-44,Rejected,None
1005,2022-10-01,3,Nigeria,Male,25-34,Rejected,None
1006,2024-11-01,7,Syria,Male,55+,Pending,None
1007,2025-04-01,4,India,Male,45-54,Rejected,None
1008,2023-03-01,9,Portugal,Female,25-34,Accepted,Refugee status
1009,2023-01-01,1,Bangladesh,Male,25-34,Accepted,Subsidiary protection
1010,2025-10-01,4,Algeria,Male,25-34,Pending,None
1011,2024-07-01,5,Turkey,Female,18-24,Accepted,Subsidiary protection
1012,2025-06-01,1,Turkey,Male,25-34,Rejected,None
1013,2025-10-01,7,China,Male,25-34,Accepted,Refugee status
1014,2025-10-01,5,Nigeria,Female,18-24,Pending,None
1015,2025-04-01,1,Morocco,Male,45-54,Pending,None
1016,2024-06-01,2,Spain,Male,55+,Rejected,None
1017,2025-10-01,5,Côte d'Ivoire,Female,25-34,Accepted,Refugee status
1018,2023-04-01,6,Senegal,Male,35-44,Pending,None
1019,2024-03-01,2,Nigeria,Male,25-34,Withdrawn,None
1020,2023-10-01,6,Spain,Male,25-34,Pending,None
1021,2023-05-01,1,Georgia,Female,35-44,Rejected,None
1022,2023-04-01,1,Tunisia,Female,35-44,Pending,None
1023,2025-11-01,1,Senegal,Male,35-44,Pending,None
1024,2023-05-01,3,Afghanistan,Female,18-24,Pending,None
1025,2022-06-01,1,Guinea,Male,25-34,Rejected,None
1026,2023-09-01,4,Nigeria,Female,45-54,Rejected,None
1027,2023-06-01,10,Guinea,Male,55+,Pending,None
1028,2025-09-01,10,Afghanistan,Female,25-34,Rejected,None
1029,2025-02-01,2,Nigeria,Male,25-34,Rejected,None
1030,2023-12-01,6,Syria,Female,25-34,Accepted,Subsidiary protection
1031,2025-04-01,10,Portugal,Male,25-34,Accepted,Temporary protection
1032,2023-08-01,3,Turkey,Female,35-44,Accepted,Refugee status
1033,2022-11-01,1,Bangladesh,Female,25-34,Pending,None
1034,2024-07-01,1,Georgia,Female,45-54,Rejected,None
1035,2024-06-01,1,Georgia,Male,55+,Rejected,None
1036,2023-02-01,8,Morocco,Female,45-54,Rejected,None
1037,2022-09-01,1,Tunisia,Male,55+,Rejected,None
1038,2022-01-01,1,China,Female,18-24,Rejected,None
1039,2023-07-01,6,Nigeria,Male,25-34,Rejected,None
1040,2024-12-01,7,Algeria,Female,35-44,Withdrawn,None
1041,2025-03-01,1,Guinea,Female,25-34,Accepted,Refugee status
1042,2023-04-01,5,Ukraine,Male,55+,Rejected,None
1043,2024-08-01,2,Turkey,Female,18-24,Rejected,None
1044,2022-12-01,1,Nigeria,Male,25-34,Pending,None
1045,2022-10-01,3,Turkey,Male,35-44,Accepted,Temporary protection
1046,2024-02-01,6,Afghanistan,Male,25-34,Rejected,None
1047,2023-03-01,1,Georgia,Female,25-34,Pending,None
1048,2022-08-01,1,Syria,Female,25-34,Accepted,Subsidiary protection
1049,2022-12-01,9,Syria,Female,35-44,Pending,None
1050,2023-02-01,10,India,Male,25-34,Pending,None
1051,2023-04-01,3,Ukraine,Male,18-24,Accepted,Subsidiary protection
1052,2024-01-01,1,Côte d'Ivoire,Male,35-44,Pending,None
1053,2025-06-01,1,Côte d'Ivoire,Male,35-44,Rejected,None
1054,2025-11-01,1,Italy,Male,25-34,Accepted,Refugee status
1055,2024-04-01,1,India,Male,35-44,Pending,None
1056,2022-12-01,5,Georgia,Male,25-34,Pending,None
1057,2022-10-01,1,India,Male,18-24,Pending,None
1058,2023-11-01,1,Senegal,Female,35-44,Accepted,Temporary protection
1059,2024-09-01,6,Algeria,Female,25-34,Rejected,None
1060,2024-02-01,1,Syria,Female,55+,Accepted,Temporary protection
1061,2022-07-01,1,Georgia,Male,55+,Pending,None
1062,2024-11-01,4,Tunisia,Male,25-34,Accepted,Refugee status
1063,2023-03-01,1,Spain,Female,25-34,Withdrawn,None
1064,2024-02-01,5,Ukraine,Female,35-44,Rejected,None
1065,2025-06-01,1,China,Male,35-44,Rejected,None
1066,2024-12-01,1,Nigeria,Male,18-24,Pending,None
1067,2024-02-01,3,Afghanistan,Female,25-34,Pending,None
1068,2025-06-01,5,Guinea,Male,25-34,Accepted,Refugee status
1069,2022-10-01,1,Tunisia,Male,18-24,Accepted,Subsidiary protection
1070,2023-02-01,8,Italy,Female,25-34,Rejected,None
1071,2023-01-01,9,China,Male,18-24,Pending,None
1072,2025-05-01,3,Portugal,Male,25-34,Rejected,None
1073,2025-05-01,1,Tunisia,Male,25-34,Rejected,None
1074,2023-01-01,1,Spain,Male,25-34,Withdrawn,None
1075,2022-10-01,9,Italy,Female,25-34,Rejected,None
1076,2025-03-01,1,India,Male,35-44,Accepted,Refugee status
1077,2023-10-01,1,Turkey,Male,35-44,Rejected,None
1078,2024-07-01,1,Portugal,Male,25-34,Rejected,None
1079,2022-10-01,1,Georgia,Male,25-34,Pending,None
1080,2024-04-01,1,Portugal,Male,25-34,Pending,None
1081,2024-09-01,1,Côte d'Ivoire,Male,45-54,Pending,None
1082,2023-11-01,6,Turkey,Male,18-24,Accepted,Refugee status
1083,2025-04-01,1,Guinea,Male,18-24,Accepted,Refugee status
1084,2024-03-01,6,Portugal,Male,18-24,Pending,None
1085,2024-02-01,2,Bangladesh,Male,18-24,Accepted,Refugee status
1086,2022-12-01,1,Afghanistan,Male,35-44,Rejected,None
1087,2024-09-01,7,Nigeria,Male,55+,Rejected,None
1088,2023-12-01,5,Afghanistan,Female,35-44,Pending,None
1089,2024-08-01,4,Afghanistan,Female,25-34,Rejected,None
1090,2024-06-01,1,Guinea,Female,35-44,Withdrawn,None
1091,2023-06-01,5,Turkey,Female,25-34,Accepted,Temporary protection
1092,2023-07-01,7,Georgia,Male,25-34,Accepted,Refugee status
1093,2023-03-01,10,Guinea,Male,25-34,Pending,None
1094,2023-07-01,5,Afghanistan,Male,25-34,Rejected,None
1095,2025-05-01,2,Georgia,Male,18-24,Rejected,None
1096,2023-05-01,7,Syria,Female,45-54,Pending,None
1097,2022-06-01,1,Turkey,Female,25-34,Rejected,None
1098,2025-04-01,2,Bangladesh,Female,35-44,Pending,None
1099,2022-11-01,6,Spain,Male,18-24,Rejected,None
1100,2023-07-01,2,Georgia,Female,25-34,Accepted,Refugee status
1101,2022-10-01,1,Georgia,Female,35-44,Accepted,Subsidiary protection
1102,2024-04-01,1,Spain,Female,35-44,Withdrawn,None
1103,2023-01-01,1,Syria,Male,25-34,Accepted,Subsidiary protection
1104,2025-11-01,7,Guinea,Male,35-44,Pending,None
1105,2023-09-01,6,Morocco,Female,35-44,Rejected,None
1106,2022-02-01,6,China,Female,18-24,Pending,None
1107,2024-03-01,8,Spain,Female,18-24,Rejected,None
1108,2022-11-01,1,Georgia,Male,25-34,Pending,None
1109,2023-05-01,6,Afghanistan,Female,25-34,Accepted,Refugee status
1110,2025-09-01,2,Morocco,Female,18-24,Accepted,Refugee status
1111,2022-09-01,7,Tunisia,Female,35-44,Accepted,Refugee status
1112,2024-11-01,5,Morocco,Male,25-34,Accepted,Temporary protection
1113,2024-10-01,10,Portugal,Female,25-34,Accepted,Refugee status
1114,2023-07-01,6,Nigeria,Male,25-34,Rejected,None
1115,2023-10-01,1,Portugal,Male,25-34,Pending,None
1116,2022-05-01,5,Algeria,Male,18-24,Rejected,None
1117,2023-11-01,1,Nigeria,Female,45-54,Pending,None
1118,2024-01-01,4,Syria,Male,18-24,Rejected,None
1119,2024-05-01,1,Côte d'Ivoire,Male,18-24,Rejected,None
1120,2025-02-01,3,Morocco,Female,35-44,Rejected,None
1121,2025-09-01,7,Ukraine,Female,25-34,Pending,None
1122,2023-09-01,1,Tunisia,Male,35-44,Rejected,None
1123,2025-07-01,1,Bangladesh,Male,25-34,Rejected,None
1124,2025-05-01,1,Turkey,Male,45-54,Withdrawn,None
1125,2023-03-01,1,Algeria,Male,25-34,Pending,None
1126,2023-02-01,1,Côte d'Ivoire,Male,25-34,Rejected,None
1127,2024-02-01,5,Côte d'Ivoire,Female,25-34,Accepted,Refugee status
1128,2023-12-01,6,India,Male,25-34,Withdrawn,None
1129,2023-06-01,3,Afghanistan,Female,18-24,Accepted,Temporary protection
1130,2022-05-01,1,Syria,Male,25-34,Pending,None
1131,2025-03-01,3,Spain,Male,25-34,Rejected,None
1132,2024-02-01,9,Bangladesh,Female,18-24,Pending,None
1133,2022-09-01,2,Algeria,Female,18-24,Rejected,None
1134,2025-06-01,2,India,Male,25-34,Pending,None
1135,2025-09-01,3,Syria,Female,35-44,Withdrawn,None
1136,2022-08-01,1,India,Female,35-44,Accepted,Refugee status
1137,2024-02-01,1,Turkey,Male,35-44,Pending,None
1138,2024-06-01,5,Spain,Male,25-34,Rejected,None
1139,2022-12-01,1,Ukraine,Male,25-34,Pending,None
1140,2023-04-01,4,Bangladesh,Male,35-44,Pending,None
1141,2023-07-01,2,China,Female,25-34,Rejected,None
1142,2023-05-01,1,Georgia,Male,35-44,Pending,None
1143,2024-09-01,4,Algeria,Female,18-24,Pending,None
1144,2022-01-01,1,Georgia,Female,25-34,Accepted,Temporary protection
1145,2024-08-01,1,Turkey,Female,35-44,Pending,None
1146,2024-02-01,3,Morocco,Female,25-34,Withdrawn,None
1147,2025-01-01,5,Ukraine,Male,45-54,Rejected,None
1148,2025-12-01,7,Portugal,Male,18-24,Rejected,None
1149,2023-09-01,7,Côte d'Ivoire,Male,25-34,Rejected,None
1150,2022-08-01,3,India,Male,35-44,Rejected,None
1151,2023-09-01,1,Ukraine,Male,35-44,Pending,None
1152,2022-12-01,1,Guinea,Female,18-24,Rejected,None
1153,2024-01-01,1,Algeria,Female,18-24,Rejected,None
1154,2022-11-01,1,Turkey,Male,25-34,Rejected,None
1155,2022-01-01,1,Georgia,Male,25-34,Withdrawn,None
1156,2024-03-01,6,Georgia,Male,25-34,Rejected,None
1157,2023-04-01,4,Turkey,Male,45-54,Pending,None
1158,2022-10-01,1,Spain,Female,25-34,Accepted,Subsidiary protection
1159,2022-01-01,4,Italy,Female,18-24,Pending,None
1160,2025-10-01,7,Turkey,Male,35-44,Rejected,None
1161,2025-05-01,1,Afghanistan,Female,25-34,Withdrawn,None
1162,2024-10-01,1,Senegal,Male,25-34,Accepted,Refugee status
1163,2023-06-01,3,Bangladesh,Female,35-44,Pending,None
1164,2024-07-01,1,India,Female,45-54,Accepted,Temporary protection
1165,2024-02-01,1,Côte d'Ivoire,Male,18-24,Pending,None
1166,2022-01-01,4,Syria,Female,45-54,Accepted,Refugee status
1167,2025-08-01,4,Nigeria,Male,25-34,Withdrawn,None
1168,2023-11-01,7,Morocco,Male,45-54,Accepted,Temporary protection
1169,2023-11-01,1,Côte d'Ivoire,Male,25-34,Rejected,None
1170,2025-03-01,8,Algeria,Male,45-54,Rejected,None
1171,2024-11-01,1,Guinea,Female,45-54,Rejected,None
1172,2024-01-01,1,Syria,Male,25-34,Pending,None
1173,2025-05-01,1,Syria,Female,35-44,Pending,None
1174,2024-12-01,1,Portugal,Male,25-34,Pending,None
1175,2024-04-01,7,Georgia,Male,25-34,Pending,None
1176,2024-09-01,1,Afghanistan,Male,18-24,Pending,None
1177,2022-08-01,1,Syria,Male,18-24,Accepted,Refugee status
1178,2025-09-01,4,Côte d'Ivoire,Male,25-34,Rejected,None
1179,2025-07-01,1,Senegal,Female,25-34,Pending,None
1180,2023-06-01,4,Georgia,Male,25-34,Accepted,Refugee status
1181,2022-02-01,8,Côte d'Ivoire,Male,25-34,Accepted,Refugee status
1182,2025-04-01,1,Georgia,Female,18-24,Pending,None
1183,2024-01-01,1,Spain,Female,35-44,Pending,None
1184,2023-01-01,2,Georgia,Male,35-44,Pending,None
1185,2025-12-01,7,Senegal,Female,45-54,Accepted,Refugee status
1186,2024-03-01,9,Tunisia,Female,45-54,Accepted,Refugee status
1187,2022-10-01,7,Italy,Male,45-54,Pending,None
1188,2024-06-01,5,Nigeria,Female,35-44,Pending,None
1189,2025-01-01,2,Bangladesh,Female,25-34,Pending,None
1190,2023-10-01,7,Tunisia,Female,35-44,Pending,None
1191,2024-09-01,6,India,Male,25-34,Rejected,None
1192,2022-05-01,1,Italy,Male,45-54,Rejected,None
1193,2023-02-01,6,Tunisia,Male,35-44,Rejected,None
1194,2023-09-01,7,Afghanistan,Female,25-34,Accepted,Refugee status
1195,2022-06-01,8,Afghanistan,Female,25-34,Pending,None
1196,2022-10-01,6,Italy,Male,35-44,Pending,None
1197,2024-02-01,6,Syria,Male,35-44,Accepted,Refugee status
1198,2023-12-01,8,Ukraine,Female,18-24,Rejected,None
1199,2023-06-01,1,Afghanistan,Male,25-34,Rejected,None
1200,2022-01-01,4,Syria,Male,55+,Rejected,None
1201,2023-08-01,8,Portugal,Female,35-44,Rejected,None
1202,2023-12-01,5,Georgia,Male,25-34,Rejected,None
1203,2025-12-01,9,Turkey,Male,25-34,Rejected,None
1204,2023-07-01,1,Afghanistan,Male,25-34,Withdrawn,None
1205,2024-01-01,1,Nigeria,Male,55+,Pending,None
1206,2022-01-01,1,Tunisia,Male,55+,Pending,None
1207,2022-09-01,1,Côte d'Ivoire,Male,18-24,Accepted,Refugee status
1208,2024-06-01,5,Tunisia,Female,25-34,Accepted,Refugee status
1209,2023-12-01,2,Nigeria,Male,18-24,Accepted,Subsidiary protection
1210,2023-04-01,1,India,Male,25-34,Rejected,None
1211,2023-07-01,6,Tunisia,Female,25-34,Accepted,Subsidiary protection
1212,2024-04-01,5,Nigeria,Male,35-44,Accepted,Subsidiary protection
1213,2023-09-01,1,Turkey,Female,35-44,Pending,None
1214,2025-07-01,2,Côte d'Ivoire,Male,18-24,Accepted,Subsidiary protection
1215,2022-11-01,6,Afghanistan,Male,25-34,Accepted,Refugee status
1216,2025-06-01,1,Spain,Male,35-44,Pending,None
1217,2025-09-01,7,Ukraine,Male,25-34,Pending,None
1218,2024-01-01,4,Georgia,Male,25-34,Accepted,Refugee status
1219,2022-09-01,6,Tunisia,Female,18-24,Rejected,None
1220,2023-11-01,1,China,Female,35-44,Pending,None
1221,2025-08-01,6,Ukraine,Male,25-34,Pending,None
1222,2024-02-01,1,Senegal,Male,35-44,Pending,None
1223,2024-07-01,8,China,Male,45-54,Pending,None
1224,2023-07-01,1,Portugal,Female,25-34,Rejected,None
1225,2024-04-01,1,Senegal,Male,35-44,Pending,None
1226,2023-03-01,5,Bangladesh,Male,35-44,Accepted,Subsidiary protection
1227,2023-01-01,1,Bangladesh,Male,35-44,Withdrawn,None
1228,2022-08-01,1,Italy,Male,25-34,Accepted,Refugee status
1229,2024-10-01,1,Ukraine,Female,25-34,Accepted,Subsidiary protection
1230,2025-08-01,7,Algeria,Male,35-44,Withdrawn,None
1231,2023-06-01,3,India,Female,25-34,Accepted,Refugee status
1232,2022-03-01,2,Bangladesh,Female,35-44,Pending,None
1233,2023-08-01,1,Ukraine,Female,45-54,Pending,None
1234,2023-05-01,4,Turkey,Male,45-54,Rejected,None
1235,2024-06-01,4,Morocco,Male,35-44,Rejected,None
1236,2022-08-01,1,China,Female,45-54,Pending,None
1237,2025-02-01,1,Georgia,Female,45-54,Accepted,Refugee status
1238,2022-03-01,4,Bangladesh,Female,25-34,Pending,None
1239,2023-07-01,1,Morocco,Female,25-34,Pending,None
1240,2022-09-01,10,Portugal,Male,25-34,Rejected,None
1241,2025-06-01,1,Syria,Male,25-34,Accepted,Refugee status
1242,2023-10-01,1,Tunisia,Female,25-34,Pending,None
1243,2025-08-01,1,Ukraine,Male,45-54,Accepted,Subsidiary protection
1244,2024-03-01,5,Senegal,Male,45-54,Rejected,None
1245,2025-01-01,1,Guinea,Female,25-34,Rejected,None
1246,2025-07-01,1,Afghanistan,Male,35-44,Rejected,None
1247,2025-04-01,1,Algeria,Male,35-44,Rejected,None
1248,2024-09-01,1,Tunisia,Male,25-34,Rejected,None
1249,2025-03-01,1,India,Male,35-44,Withdrawn,None
1250,2025-03-01,2,Turkey,Male,35-44,Rejected,None
1251,2024-09-01,5,Afghanistan,Male,35-44,Accepted,Temporary protection
1252,2024-03-01,1,Morocco,Male,25-34,Rejected,None
1253,2024-01-01,2,Morocco,Male,25-34,Accepted,Subsidiary protection
1254,2022-10-01,10,Italy,Female,25-34,Accepted,Subsidiary protection
1255,2024-04-01,5,Ukraine,Female,35-44,Rejected,None
1256,2025-05-01,10,Côte d'Ivoire,Male,45-54,Withdrawn,None
1257,2025-05-01,1,Côte d'Ivoire,Male,35-44,Accepted,Subsidiary protection
1258,2023-11-01,2,Senegal,Male,35-44,Accepted,Temporary protection
1259,2023-12-01,1,Guinea,Female,25-34,Rejected,None
1260,2025-02-01,9,Portugal,Female,25-34,Accepted,Subsidiary protection
1261,2025-12-01,8,Afghanistan,Male,35-44,Accepted,Refugee status
1262,2022-01-01,4,Afghanistan,Male,45-54,Pending,None
1263,2024-10-01,1,Bangladesh,Male,25-34,Pending,None
1264,2023-10-01,4,Georgia,Female,18-24,Pending,None
1265,2022-12-01,8,Côte d'Ivoire,Female,45-54,Accepted,Refugee status
